Rank,Country,Region,Documents,Citable documents,Citations,Self-citations,Citations per document,H index
49,Croatia,Eastern Europe,24,24,373,24,15.54,44
50,United Arab Emirates,Middle East,23,22,187,26,8.13,51
51,Chile,Latin America,21,20,550,83,26.19,64
52,Tunisia,Africa,20,20,365,51,18.25,49
53,Lithuania,Eastern Europe,16,16,60,26,3.75,40
54,Pakistan,Asiatic Region,15,14,58,27,3.87,72
55,Jordan,Middle East,14,13,200,20,14.29,56
56,Venezuela,Latin America,13,13,237,21,18.23,30
57,Bangladesh,Asiatic Region,11,11,113,10,10.27,39
58,Cyprus,Western Europe,11,11,58,15,5.27,37
59,Colombia,Latin America,11,11,243,22,22.09,45
60,Estonia,Eastern Europe,10,10,49,26,4.9,26
61,Saudi Arabia,Middle East,10,9,79,10,7.9,105
62,Macao,Asiatic Region,9,9,150,36,16.67,67
63,Belarus,Eastern Europe,9,9,72,21,8,20
64,Iceland,Western Europe,7,7,393,7,56.14,35
65,Lebanon,Middle East,6,6,12,2,2,36
66,Latvia,Eastern Europe,6,6,5,5,0.83,17
67,Cuba,Latin America,6,6,26,1,4.33,34
68,Sri Lanka,Asiatic Region,6,6,21,0,3.5,20
69,Puerto Rico,Latin America,5,5,19,2,3.8,12
70,Indonesia,Asiatic Region,5,5,5,0,1,40
71,Kuwait,Middle East,5,5,310,8,62,35
72,Oman,Middle East,5,5,39,5,7.8,27
73,Philippines,Asiatic Region,5,5,44,2,8.8,25
74,Paraguay,Latin America,5,5,71,6,14.2,10
75,Burkina Faso,Africa,4,4,21,6,5.25,3
76,Viet Nam,Asiatic Region,4,4,21,1,5.25,56
77,Cameroon,Africa,4,4,73,10,18.25,13
78,Luxembourg,Western Europe,3,3,58,6,19.33,40
79,Costa Rica,Latin America,3,3,22,0,7.33,13
80,Morocco,Africa,2,2,4,3,2,36
81,Malta,Western Europe,2,2,2,1,1,26
82,Georgia,Eastern Europe,2,2,52,29,26,16
83,Bosnia and Herzegovina,Eastern Europe,2,2,1,1,0.5,20
84,Macedonia,Eastern Europe,2,2,8,0,4,19
85,Peru,Latin America,2,2,2,0,1,18
86,Bahrain,Middle East,2,2,4,3,2,16
87,Qatar,Middle East,2,2,0,0,0,62
88,Côte d’Ivoire,Africa,1,1,3,0,3,3
89,Bolivia,Latin America,1,1,1,0,1,5
90,Brunei Darussalam,Asiatic Region,1,1,0,0,0,12
91,Uruguay,Latin America,1,1,16,10,16,17
92,Uzbekistan,Asiatic Region,1,1,0,0,0,9
93,Azerbaijan,Eastern Europe,1,1,6,0,6,27
94,New Caledonia,Pacific Region,1,1,10,0,10,5
95,Nigeria,Africa,1,1,2,0,2,24
96,Malawi,Africa,1,1,0,0,0,3
97,Namibia,Africa,1,1,1,1,1,12
98,Panama,Latin America,1,1,6,1,6,8
99,Armenia,Eastern Europe,1,1,0,0,0,8
100,Martinique,Latin America,1,1,0,0,0,2
101,Moldova,Eastern Europe,1,1,1,0,1,7
102,Palestine,Middle East,1,1,4,0,4,32
103,Zimbabwe,Africa,1,1,1,0,1,6
104,Kazakhstan,Asiatic Region,1,1,1,1,1,18
105,North Korea,Asiatic Region,1,1,12,1,12,8
106,Rwanda,Africa,1,1,6,0,6,9
107,Kenya,Africa,1,1,0,0,0,11
108,Guam,Pacific Region,1,1,0,0,0,1
109,Senegal,Africa,1,1,2,0,2,9
